Date/Time,"ID: 9021","ID: A821","ID: BF21","ID: 1221","ID: 0721","ID: 3721","ID: 4121","ID: D421","ID: 2421","ID: FA21"
"21-07-23 6:16:00",13,13.5,13,14,13.5,14,13.5,13.5,13.5,13.5
"21-07-23 6:21:00",13,13.5,13,14,13.5,14,13.5,13.5,13.5,13.5
"21-07-23 6:26:00",13,13.5,13,14,13.5,14,13.5,13.5,13.5,13.5
"21-07-23 6:31:00",13,13.5,13,14,13,14,13.5,13.5,13.5,13.5
"21-07-23 6:36:00",13,13.5,13,14,13,14,13.5,13.5,13.5,13.5
"21-07-23 6:41:00",13,13.5,13,14,13,14,13.5,13.5,13.5,13.5
"21-07-23 6:46:00",13,13.5,13,14,13,14,13.5,13.5,13.5,13.5
"21-07-23 6:51:00",13,13.5,13,13.5,13,14,13.5,13.5,13.5,13.5
"21-07-23 6:56:00",13,13.5,13,13.5,13,14,13.5,13.5,13.5,13.5
"21-07-23 7:01:00",13,13.5,13,13.5,13,14,13.5,13.5,13.5,13.5
"21-07-23 7:06:00",13,13.5,13,13.5,13,14,13.5,13.5,13.5,13.5
"21-07-23 7:11:00",13,13.5,13,13.5,13,14,13.5,13.5,13.5,13.5
"21-07-23 7:16:00",13,13.5,13,13.5,13,14,13.5,13.5,13.5,13
"21-07-23 7:21:00",13,13.5,13,13.5,13,14,13.5,13.5,13.5,13
"21-07-23 7:26:00",13,13.5,13,13.5,13,14,13.5,13.5,13.5,13
"21-07-23 7:31:00",13,13,13,13.5,13,14,13.5,13.5,13.5,13
"21-07-23 7:36:00",13,13,13,13.5,13,14,13.5,13.5,13.5,13
"21-07-23 7:41:00",13,13,13,13.5,13,13.5,13.5,13.5,13.5,13
"21-07-23 7:46:00",13,13,12.5,13.5,13,14,13.5,13.5,13.5,13
"21-07-23 7:51:00",13,13,12.5,13.5,13,13.5,13.5,13.5,13.5,13
"21-07-23 7:56:00",13,13,12.5,13.5,13,13.5,13.5,13.5,13,13
"21-07-23 8:01:00",13,13,12.5,13.5,13,13.5,13.5,13.5,13,13
"21-07-23 8:06:00",13,13,12.5,13.5,13,13.5,13.5,13.5,13,13
"21-07-23 8:11:00",13,13,12.5,13.5,13,13.5,13.5,13.5,13,13
"21-07-23 8:16:00",13,13,12.5,13.5,13,13.5,13.5,13.5,13,13
"21-07-23 8:21:00",13,13,12.5,13.5,13,13.5,13.5,13.5,13,13
"21-07-23 8:26:00",13,13,12.5,13.5,13,13.5,13.5,13.5,13,13
"21-07-23 8:31:00",13,13,12.5,13.5,13,13.5,13.5,13.5,13,13
"21-07-23 8:36:00",13,13,12.5,13.5,13,13.5,13.5,13.5,13,13
"21-07-23 8:41:00",13,13,12.5,13.5,13,13.5,13.5,13.5,13,13
"21-07-23 8:46:00",13,13,12.5,13.5,13,13.5,13.5,13.5,13,13
"21-07-23 8:51:00",13,13,12.5,13.5,13,13.5,13.5,13.5,13,13
"21-07-23 8:56:00",13,13,12.5,13.5,13,13.5,13.5,13.5,13,13
"21-07-23 9:01:00",13,13,12.5,13.5,13,13.5,13.5,13.5,13,13
"21-07-23 9:06:00",13,13,12.5,13.5,13,13.5,13.5,13.5,13,13
"21-07-23 9:11:00",13,13,12.5,13.5,13,13.5,13.5,13.5,13,13
"21-07-23 9:16:00",13,13,12.5,13.5,13,13.5,13.5,13.5,13,13
"21-07-23 9:21:00",13,13,12.5,13.5,13,13.5,13.5,13.5,13,13
"21-07-23 9:26:00",13,13,12.5,13.5,13,13.5,13.5,13.5,13,13
"21-07-23 9:31:00",12.5,13,12.5,13.5,13,13.5,13.5,13.5,13,13
"21-07-23 9:36:00",12.5,13,12.5,13.5,13,13.5,13.5,13.5,13,13
"21-07-23 9:41:00",12.5,13,12.5,13.5,13,13.5,13.5,13.5,13,13
"21-07-23 9:46:00",12.5,13,12.5,13.5,13,13.5,13.5,13.5,13,13
"21-07-23 9:51:00",12.5,13,12.5,13.5,13,13.5,13.5,13.5,13,13
"21-07-23 9:56:00",12.5,13,12.5,13.5,13,13.5,13.5,13.5,13,13
"21-07-23 10:01:00",12.5,13,12.5,13.5,13,13.5,13.5,13.5,13,13
"21-07-23 10:06:00",12.5,13,12.5,13.5,12.5,13.5,13.5,13.5,13,13
"21-07-23 10:11:00",12.5,13,12.5,13.5,12.5,13.5,13.5,13,13,13
"21-07-23 10:16:00",12.5,13,12.5,13.5,12.5,13.5,13.5,13,13,13
"21-07-23 10:21:00",12.5,13,12.5,13.5,12.5,13.5,13.5,13.5,13,13
"21-07-23 10:26:00",12.5,13,12.5,13.5,12.5,13.5,13.5,13,13,13
"21-07-23 10:31:00",12.5,13,12.5,13.5,12.5,13.5,13.5,13.5,13,13
"21-07-23 10:36:00",12.5,13,12.5,13.5,12.5,13.5,13,13,13,13
"21-07-23 10:41:00",12.5,13,12.5,13.5,12.5,13.5,13,13,13,13
"21-07-23 10:46:00",12.5,13,12.5,13.5,12.5,13.5,13,13,13,13
"21-07-23 10:51:00",12.5,13,12.5,13.5,12.5,13.5,13,13,13,13
"21-07-23 10:56:00",12.5,13,12.5,13.5,12.5,13.5,13,13,13,13
"21-07-23 11:01:00",12.5,13,12.5,13.5,12.5,13.5,13,13,13,13
"21-07-23 11:06:00",12.5,13,12.5,13.5,12.5,13.5,13,13,13,13
"21-07-23 11:11:00",12.5,13,12.5,13.5,12.5,13.5,13,13,13,13
"21-07-23 11:16:00",12.5,13,12.5,13.5,12.5,13.5,13,13,13,13
"21-07-23 11:21:00",12.5,13,12.5,13.5,12.5,13.5,13.5,13,13,13
"21-07-23 11:26:00",12.5,13,12.5,13.5,12.5,13.5,13.5,13.5,13,13
"21-07-23 11:31:00",13,13,12.5,13.5,12.5,13.5,13,13,13,13
"21-07-23 11:36:00",13,13,12.5,13.5,12.5,13.5,13,13,13,13
"21-07-23 11:41:00",13,13,12.5,13.5,12.5,13.5,13,13.5,13,13
"21-07-23 11:46:00",13,13,12.5,13.5,13,13.5,13.5,13.5,13,13
"21-07-23 11:51:00",13,13,12.5,13.5,13,13.5,13,13.5,13,13
"21-07-23 11:56:00",13,13,12.5,13.5,12.5,13.5,13,13,13,12.5
"21-07-23 12:01:00",13,13,12.5,13.5,13,13.5,13,13,13,12.5
"21-07-23 12:06:00",13,13,12.5,13.5,13,13.5,12.5,13,13,12.5
"21-07-23 12:11:00",13,13,12.5,13.5,13,13.5,13,13,13,12.5
"21-07-23 12:16:00",13,13,12.5,13.5,13,13.5,13,13,13,12.5
"21-07-23 12:21:00",13,13,12.5,13.5,13,13.5,13,13,13,12.5
"21-07-23 12:26:00",13,13,12.5,13.5,13,13.5,12.5,12.5,13,12
"21-07-23 12:31:00",13,13,12.5,13.5,13,13.5,12.5,12.5,13,12
"21-07-23 12:36:00",13,13,12.5,13.5,13,13.5,13,13,13,12.5
"21-07-23 12:41:00",13,13,12.5,13.5,13,13.5,13,13,13,12.5
"21-07-23 12:46:00",13,13,12.5,13.5,13,13.5,13,13,13,12.5
"21-07-23 12:51:00",13,13,12.5,13.5,13,13.5,13,13,13,13
"21-07-23 12:56:00",13,13,12.5,13.5,13,13.5,13,13,13,12.5
"21-07-23 13:01:00",13,13,12.5,13.5,13,13.5,13,12.5,13,12
"21-07-23 13:06:00",13,13,12.5,13.5,13,13.5,13,12.5,13,12
"21-07-23 13:11:00",13,13,12.5,13.5,13,13.5,13,13,13,12
"21-07-23 13:16:00",13,13,12.5,13.5,13,13.5,13,13,13,12.5
"21-07-23 13:21:00",13,13,12.5,13.5,13,13.5,13,13,13,12.5
"21-07-23 13:26:00",13,13,12.5,13.5,13,13.5,13,13,13,12.5
"21-07-23 13:31:00",13,13,12.5,13.5,13,13.5,13,13,13,13
"21-07-23 13:36:00",13,13,12.5,13.5,13,13.5,13,13,13,12.5
"21-07-23 13:41:00",13,13,12.5,13.5,13,13.5,13,13,13,12.5
"21-07-23 13:46:00",13,13,12.5,13.5,13,13.5,13,13,13,12.5
"21-07-23 13:51:00",13,13,12.5,13.5,13,13.5,13,13,13,12.5
"21-07-23 13:56:00",13,13,12.5,13.5,13,13.5,13,13,13,12.5
"21-07-23 14:01:00",13,13,12.5,13.5,13,13.5,13,13,13,12.5
"21-07-23 14:06:00",13,13,12.5,13.5,13,13.5,13,13,13,13
"21-07-23 14:11:00",13,13,12.5,13.5,13,13.5,13.5,13,13,13
"21-07-23 14:16:00",13,13,12.5,13.5,13,13.5,13.5,13.5,13,13
"21-07-23 14:21:00",13,13,12.5,13.5,13,13.5,13.5,13.5,13.5,13
